area_type,availability,location,size,total_sqft,bath,balcony,price,Distance_to_nearest_MRT_station_m
Plot  Area,Ready To Move,Srirampura,5 BHK,1200,5,2,180,7871.82
Super built-up  Area,18-Dec,Kodathi,2 BHK,850,2,2,27,5862.67
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280,2,2,75,1007.95
Built-up  Area,Ready To Move,Munnekollal,2 BHK,1170,2,2,52,4095.06
Super built-up  Area,Ready To Move,Motappa Layout,2 BHK,1113,2,1,51,4751.7
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1385,2,1,83.09,6844.59
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,65,1657.52
Plot  Area,Ready To Move,Marathahalli,2 BHK,1200,2,2,128,1592.24
Plot  Area,Ready To Move,Akshaya Vana,4 BHK,1200,4,3,165,4959.54
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390,3,2,415,777.43
Plot  Area,Ready To Move,Giri Nagar,4 BHK,2400,4,1,400,8165.28
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,1464,3,2,56,1465.22
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,1200,2,2,55,1534.06
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,1200,2,2,52,5937.2
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1150,2,1,55,4734.12
Built-up  Area,Ready To Move,Basavanna Nagar,3 BHK,1645,3,2,95,5491.81
Super built-up  Area,20-Mar,Sarjapur  Road,2 BHK,1000,2,1,67,1709.42
Plot  Area,Ready To Move,Haralur Road,4 BHK,2650,4,2,198,817.27
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,1192,2,2,74,3812.51
Super built-up  Area,Ready To Move,Ulsoor,3 BHK,2135,3,2,215,323
Super built-up  Area,19-Dec,Whitefield,2 BHK,1173,2,1,58,848.87
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,1020,2,2,45,1826.55
Super built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3122,6,2,230,7925.61
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,1600,3,3,64,6319.22
Plot  Area,18-Mar,T.C PALYA,2 BHK,1200,2,0,79,3684.84
Carpet  Area,Ready To Move,Muneshwara Nagar,2 BHK,1230,2,3,48,6441.31
Super built-up  Area,Ready To Move,Devarachikkanahalli,2 BHK,1250,2,2,40,2946.94
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1325,2,2,76,4212.41
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1850,3,1,150,2867.7
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,2,2,21.53,1278.21
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,1200,2,2,65,3231.7
Plot  Area,Ready To Move,Bull Temple Road,3 BHK,1350,2,0,140,7445.66
Super built-up  Area,18-Jun,Bommasandra,3 BHK,1260,3,1,49.36,3317.13
Super built-up  Area,Ready To Move,Prashanth Nagar,3 BHK,1800,3,0,150,5622.29
Plot  Area,18-Dec,Suragajakkanahalli,3 BHK,11,3,2,74,7381.02
Built-up  Area,Ready To Move,Ardendale,2 BHK,1100,2,1,43.25,6521.95
Super built-up  Area,Ready To Move,Harlur,2 BHK,1508,2,1,77,1827.79
Carpet  Area,Ready To Move,Sampigehalli,3 BHK,1592,3,2,75,7610.86
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1388,2,3,57,4140.54
Super built-up  Area,18-May,Electronic City Phase II,1 BHK,630,1,1,28.35,884.68
Plot  Area,Ready To Move,RMV,3 BHK,2000,3,2,365,7496.93
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3 BHK,1762,3,1,125,3185.58
Super built-up  Area,21-Dec,Bagalur Main Road,2 BHK,950,2,2,50,7100.43
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,3252,5,3,335,9581.61
Super built-up  Area,18-Aug,Magadi Road,2 BHK,1116,2,1,50,7028.32
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,1308,2,2,89.04,5717.19
Super built-up  Area,Ready To Move,MS Pallya,3 BHK,1200,3,0,90,7503.02
Plot  Area,Ready To Move,Binny Mills Employees Colony,4 BHK,1500,4,2,230,6207.77
Built-up  Area,Ready To Move,Bannerghatta Road,1 BHK,500,1,1,18.5,1454.74
Super built-up  Area,Ready To Move,Hennur,2 BHK,1075,2,1,52,1929.76
Super built-up  Area,18-Mar,Chandapura,1 BHK,530,1,0,11.66,5158.31
Built-up  Area,Ready To Move,Bellandur,2 BHK,1205,2,3,66,1953.43
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1075,2,2,60,9337.45
Built-up  Area,Ready To Move,KR Puram,2 BHK,930,2,2,39,1034.95
Super built-up  Area,Ready To Move,Balagere,2 BHK,1380,2,1,60,3485.53
Super built-up  Area,Ready To Move,Hebbal,4 BHK,2483,5,2,212,920.93
Built-up  Area,Ready To Move,Kodigehaali,2 BHK,1166,2,2,55,3127.55
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1050,2,1,65,913.33
Super built-up  Area,19-Mar,Gopalapura,3 BHK,2023.71,3,2,275,7781.05
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200,2,2,46.8,885.43
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1600,2,1,108,2637.95
Super built-up  Area,Ready To Move,Billekahalli,3 BHK,1935,3,2,110,8914.13
Super built-up  Area,18-May,8th Phase JP Nagar,1 BHK,451,1,0,29.9,3162.9
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1800,3,2,95,1777.36
Super built-up  Area,18-May,Jalahalli,3 BHK,1400,3,0,77,440.93
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1801,3,2,115,3827.15
Built-up  Area,Ready To Move,Mahadevpura,2 BHK,1451,2,2,90,7877.16
Plot  Area,19-Jan,Anekal,2 BHK,1200,1,1,36,5886.83
Super built-up  Area,Ready To Move,Begur Road,2 BHK,1160,2,2,44,1852.97
Built-up  Area,Ready To Move,Kengeri,2 BHK,1000,2,1,25,1682.09
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,950,2,1,40,1764.18
Built-up  Area,20-Dec,"Hoodi Circle,",3 BHK,1629,3,2,79,4974.24
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,1580,2,0,134,2354.88
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,1826,3,2,121,3501.23
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1245,2,1,94,3613.67
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1145,2,2,45.79,3981.01
Super built-up  Area,Ready To Move,Sompura,2 BHK,825,2,1,33,5888.32
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,1693,3,3,108,486.01
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,1113.27,2,2,53,1731.7
Built-up  Area,Ready To Move,Ashirvad Colony,2 BHK,1460,2,1,58,5385.62
Built-up  Area,Ready To Move,Doddathoguru,2 BHK,1050,2,1,32,3861.51
Built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1260,2,2,55,9008.89
Super built-up  Area,Ready To Move,K N Extension,6 BHK,700,3,2,120,6002.96
Built-up  Area,Ready To Move,Hosur Road,2 BHK,1656,2,1,120,8256.1
Super built-up  Area,Ready To Move,Chandapura,3 BHK,1208,3,1,45,6263.63
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1910,3,2,161,923.75
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3252,4,1,230,1883.06
Plot  Area,Ready To Move,Battarahalli,2 BHK,1200,2,1,65,6536.77
Super built-up  Area,Ready To Move,Gokula Extension,4 BHK,1200,4,1,175,8785.2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1175,2,1,82,2640.1
Plot  Area,Ready To Move,Kamakshipalya,2 BHK,1000,2,0,165,9268.66
Plot  Area,Ready To Move,Bannerghatta Road,4 BHK,1200,2,0,125,1267.04
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2390,3,2,410,305.42
Super built-up  Area,19-Jan,Rajaji Nagar,7 BHK,12000,6,3,2200,752.69
Plot  Area,Ready To Move,Sultan Palaya,2 BHK,550,1,1,62,3639.01
Super built-up  Area,Ready To Move,Sanne Amanikere,2 BHK,1185,2,2,38,9650.43
Super built-up  Area,Ready To Move,Kengeri,2 BHK,750,2,1,38,1940.73
Plot  Area,Ready To Move,Mahalakshmi Layout,6 BHK,1200,7,3,250,3146.88
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1550,3,3,64.5,1558.2
Built-up  Area,Ready To Move,Amco Colony,3 BHK,1760,3,2,88,6139.12
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1125,2,2,62,5052.48
Plot  Area,Ready To Move,Nagarbhavi,3 BHK,1350,3,2,150,5300.65
Plot  Area,17-Dec,Anandapura,2 BHK,1000,2,1,55,7707.63
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1090,2,2,31.48,8266.62
Plot  Area,Ready To Move,TC Palaya,2 BHK,1200,2,0,60,8541.05
Super built-up  Area,Ready To Move,Budigere,3 BHK,1991,4,2,103,6368.85
Super built-up  Area,18-Oct,Bommasandra,2 BHK,1060,2,1,26.5,3638.44
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1105,2,1,75,5483.26
Built-up  Area,Ready To Move,Hoodi,2 BHK,985,2,2,67,3402.91
Plot  Area,Ready To Move,Chandapura,6 BHK,1533,5,3,85,5648.59
Super built-up  Area,17-Jul,Balagere,3 BHK,1590,3,2,79,6090.71
Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1120,2,2,55,1865.25
Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,1069,2,1,55,5456.41
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1933,3,2,140,940.48
Built-up  Area,16-Mar,Hosur Road,2 BHK,1194,2,0,69,4000.94
Super built-up  Area,Ready To Move,Brookefield,2 BHK,1150,2,3,69,1713.81
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,1240,2,2,47.12,7327.53
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419,2,2,48.1,2202.25
Plot  Area,Ready To Move,7th Phase JP Nagar,8 BHK,1200,8,2,250,2168.21
Super built-up  Area,Ready To Move,Richmond Town,3 BHK,2150,4,2,240,7906.78
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,1450,3,2,55,3509.34
Super built-up  Area,18-Jul,Udayapur Village,3 BHK,1630,3,2,68.29,8753.02
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,708,1,1,40,7943.7
Plot  Area,Ready To Move,Kasavanhalli,3 BHK,1000,4,3,110,3569.44
Plot  Area,Ready To Move,Whitefield,4 BHK,11890,4,3,700,901.81
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1250,2,1,76,1983.97
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400,2,1,95,2748.54
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1670,2,3,57,1244.77
Super built-up  Area,Ready To Move,Ardendale,3 BHK,1750,3,2,100,8689.6
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404,2,1,71,9630.74
Super built-up  Area,Ready To Move,Hoodi,3 BHK,1715,2,2,95,9902.01
Built-up  Area,18-Apr,Electronic City,1 BHK,630,1,1,34.65,1704.05
Super built-up  Area,Ready To Move,Harlur,3 BHK,1752.12,3,2,135,1251.51
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1650,3,2,78,900.2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295,2,1,55.47,3554.29
Plot  Area,Ready To Move,Giri Nagar,3 BHK,1800,3,2,252,6908.83
Super built-up  Area,18-Sep,Sarjapur  Road,2 BHK,1346,2,1,74.03,1309.07
Plot  Area,Ready To Move,Thippasandra,4 BHK,1200,4,2,200,9344.48
Super built-up  Area,Ready To Move,Hormavu,2 BHK,1150,2,2,55,3778.38
Built-up  Area,Ready To Move,Chikkabidarakallu,4 BHK,3309,4,3,325,6448.38
Super built-up  Area,18-May,Chandapura,3 BHK,1190,2,2,30.35,4034.06
Super built-up  Area,Ready To Move,AECS Layout,3 BHK,1620,3,2,98,6280.62
Super built-up  Area,18-Apr,Marathahalli,2 BHK,950,2,1,46.96,867.56
Super built-up  Area,Ready To Move,Harlur,3 BHK,2450,3,0,120,941.03
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1220,2,1,35.23,1579.05
Super built-up  Area,Ready To Move,Hoysalanagar,2 BHK,850,2,1,30,8222.31
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,1020,2,2,63,7083.58
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1100,2,2,50,3924.35
Super built-up  Area,Ready To Move,Defence Colony,2 BHK,1150,2,2,126,5624.09
Super built-up  Area,18-Dec,Hebbal,3 BHK,1760,2,2,130,1142.85
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,1800,3,3,110,6605.8
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1070,2,1,54,4565.17
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 BHK,1500,4,2,220,9742.56
Plot  Area,Ready To Move,Vidyaranyapura,2 BHK,1440,2,0,95,2024.31
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,900,2,1,40,9789.15
Built-up  Area,Ready To Move,ITI Employees Layout,4 BHK,1200,4,1,230,3302.12
Super built-up  Area,18-May,Whitefield,2 BHK,1130,2,1,42.16,1869.37
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320,2,1,165,563.85
Super built-up  Area,19-Jun,Kodigehalli,2 BHK,1270,2,1,98,9950.75
Built-up  Area,Ready To Move,Patelappa Layout,2 BHK,1200,2,1,62,3516.58
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4 BHK,4800,4,2,235,6876.98
Super built-up  Area,Ready To Move,NS Palya,2 BHK,1200,2,1,74,9785.12
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,929,2,0,50.17,6661.68
Built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,1150,4,2,260,7405.79
Plot  Area,Ready To Move,Basavangudi,4 BHK,1125,4,3,180,7870.24
Plot  Area,Ready To Move,Kenchenahalli,5 BHK,500,3,2,65,6181.79
Plot  Area,Ready To Move,3rd Block Hrbr Layout,5 BHK,1200,5,2,190,7392.91
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,1464,3,2,56,7090.2
Super built-up  Area,Ready To Move,7th Phase JP Nagar,4 BHK,3600,4,3,400,3802.32
Plot  Area,Ready To Move,Bank Avenue,4 BHK,2000,4,2,99,3318.12
Super built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1208,2,1,49,2561.93
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,1130,2,2,60,9652.88
Super built-up  Area,Ready To Move,Surabhi Layout,3 BHK,1753,3,2,120,9231.85
Super built-up  Area,Ready To Move,Old Madras Road,5 BHK,4500,7,3,337,6189.6
Plot  Area,Ready To Move,Banjara Layout,3 BHK,600,3,2,58,7340.93
Super built-up  Area,22-Jun,Hoodi,2 BHK,1196,2,2,94.42,4941.67
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1150,3,3,52.5,4316.85
Super built-up  Area,18-Apr,Electronic City,2 BHK,1128,2,1,63,1356.44
Super built-up  Area,Ready To Move,Omkar Nagar,2 BHK,1000,2,1,53,5473.47
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1035,2,1,45,1500.39
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,950,2,1,32,3544.14
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1,36,3948.79
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1040,2,1,48.5,1983.45
Plot  Area,17-Oct,Maragondanahalli,2 BHK,720,2,1,45,7887.13
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1511,3,1,95,3072.19
Built-up  Area,Ready To Move,Silk Board,3 BHK,1300,3,1,58,454.76
Super built-up  Area,19-Dec,Hoodi,3 BHK,1545,3,1,68.75,8696.57
Built-up  Area,Ready To Move,Shampura,1 BHK,375,2,0,26,7793.12
Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1062,2,3,38,2325.23
Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,1115,2,1,40,9376.49
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1000,2,1,35,711.27
Super built-up  Area,17-May,Kambipura,2 BHK,883,2,1,45,9648.6
Super built-up  Area,19-Apr,Sarjapur  Road,2 BHK,1195,2,1,70,1670.86
Plot  Area,Ready To Move,BHEL Layout,4 BHK,1200,3,1,165,7293.91
Built-up  Area,Ready To Move,Medahalli,1 BHK,700,1,0,41,5927.7
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246,2,1,67,9529.1
Plot  Area,Ready To Move,8th Phase JP Nagar,4 BHK,660,4,2,90,9062.45
Plot  Area,Ready To Move,Banashankari Stage III,4 BHK,8500,4,2,145,3316.53
Super built-up  Area,Ready To Move,Kashi Nagar,4 BHK,1600,4,1,80,3184.57
Super built-up  Area,18-Dec,Haralur Road,4 BHK,2805,5,3,154,1251.76
Super built-up  Area,Ready To Move,Begur Road,3 BHK,1584,3,2,65,1772.66
Plot  Area,Ready To Move,Sector 7 HSR Layout,4 BHK,3000,5,1,275,9910.93
Built-up  Area,Ready To Move,Hosur Road,3 BHK,1175,2,2,48,4052.92
Built-up  Area,19-Jul,"Yemlur, Old Airport Road,",3 BHK,1595,3,2,115,7158.92
Super built-up  Area,Ready To Move,VHBCS Layout,2 BHK,1353,2,2,110,5666.24
Super built-up  Area,18-Apr,Electronic City,3 BHK,1599,3,2,125,1963.9
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1150,2,1,70,1810.54
Super built-up  Area,17-Dec,Jakkur,4 BHK,5230,6,1,465,8868.3
Super built-up  Area,Ready To Move,KR Puram,2 BHK,1155,2,2,42.74,1362.43
Built-up  Area,Ready To Move,Ittamadu,1 BHK,1200,2,0,85,5903.74
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,1000,2,1,25,1128.09
Super built-up  Area,Ready To Move,Thanisandra,4 BHK,3000,4,2,120,867.65
Built-up  Area,Ready To Move,Rajiv Nagar,3 BHK,1867,3,1,160,9053.06
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,1251,2,1,47,3625.8
Super built-up  Area,18-Apr,Gattahalli,2 BHK,1028,2,1,45.5,9998.02
Super built-up  Area,Ready To Move,Arekere,2 BHK,1222,2,2,45,1995.96
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1170,2,1,66,1466.52
Super built-up  Area,Ready To Move,Hebbal,3 BHK,2400,4,1,245,1722.78
Super built-up  Area,Ready To Move,Ramanjaneyanagar,3 BHK,1385,2,2,48.48,9613.36
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1372,2,1,68,1819.58
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,1282,2,2,49,4731.44
Super built-up  Area,Ready To Move,Mico Layout,9 BHK,5000,9,3,210,6153.81
Built-up  Area,Ready To Move,7th Block Jayanagar,5 BHK,3000,3,1,528,3904.12
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1135,2,1,39.73,1944.86
Built-up  Area,20-Dec,Whitefield,3 BHK,1768,3,2,101,1527.41
Built-up  Area,Ready To Move,Byatarayanapura,3 BHK,1325,2,1,90,4600.5
Super built-up  Area,18-Apr,Electronic City,3 BHK,1599,3,2,99,1606.04
Plot  Area,18-Mar,Whitefield,3 BHK,1500,3,1,61.95,1541.75
Plot  Area,Ready To Move,2nd Phase JP Nagar,3 BHK,2610,3,0,499,5507.14
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1286,2,2,63,936.27
Built-up  Area,Ready To Move,Kammanahalli,5 BHK,2845,5,1,140,1605.89
Super built-up  Area,Ready To Move,K G Colony,3 BHK,1600,2,2,50,6642.15
Super built-up  Area,18-Sep,Hennur Road,2 BHK,1317.5,2,0,63.77,8406.23
Super built-up  Area,Ready To Move,Hebbal,3 BHK,3450,5,2,260,1424.2
Super built-up  Area,18-Apr,Munnekollal,2 BHK,1102,2,2,53.67,8965.27
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1350,2,2,54,1462.29
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1200,2,2,42,580.47
Plot  Area,Ready To Move,Hosa Road,6 BHK,1300,6,0,145,9136.58
Plot  Area,Ready To Move,Herohalli,2 BHK,1800,1,1,80,5824.38
Built-up  Area,Ready To Move,Chikkabanavar,2 BHK,950,2,1,40,3938.11
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525,1,1,27.25,834.54
Built-up  Area,Ready To Move,Attibele,2 BHK,656,2,1,25,6265.41
Plot  Area,Ready To Move,Marathahalli,4 BHK,1780,4,3,175,1544.37
Super built-up  Area,Ready To Move,3rd Block Hrbr Layout,2 BHK,1056,2,1,80,7928.56
Super built-up  Area,21-Feb,Bannerghatta Road,1 BHK,595,1,1,33.32,1055.56
Built-up  Area,Ready To Move,Ittamadu,2 BHK,1080,2,2,50,3954.6
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,2225,3,1,160,2029.09
Super built-up  Area,18-Aug,Bommasandra,2 BHK,1126,2,1,28.15,5454.11
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1490,3,1,84,1507.9
Plot  Area,Ready To Move,HRBR Layout,4 BHK,2000,4,1,300,5745.71
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1550,3,3,100,1324.97
Built-up  Area,Ready To Move,Ashwini layout,2 BHK,1160,2,1,55,5437.79
Built-up  Area,Ready To Move,Whitefield,4 BHK,4144,4,3,315,1416.79
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2100,3,2,125,1740.38
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404,2,1,69.3,5775.8
Plot  Area,Ready To Move,Sarjapur  Road,4 BHK,2230,4,3,225,1546.5
Super built-up  Area,Ready To Move,Marathalli bridge,3 BHK,1544,3,2,120,9036.55
Super built-up  Area,18-May,Banashankari Stage III,3 BHK,1305,2,1,58.7,9646.64
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1230,2,2,80,976.49
Plot  Area,Ready To Move,T.C PALYA,2 BHK,1200,2,0,65,9486.11
Super built-up  Area,Ready To Move,Harlur,3 BHK,1460,3,1,73,1390.54
Plot  Area,Immediate Possession,Sarjapur  Road,2 BHK,1800,2,2,34.185,1109.89
Built-up  Area,Ready To Move,Gottigere,2 BHK,967,2,3,45,1350.96
Built-up  Area,Ready To Move,Byatarayanapura,1 BHK,540,1,1,36,9860.23
Super built-up  Area,19-Dec,Hormavu,1 BHK,715,1,2,46,6448.33
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2500,3,2,313,1194.5
Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,1578,3,1,180,7433.81
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1020,2,1,48.95,1088.17
Super built-up  Area,Ready To Move,Jigani,2 BHK,1020,2,1,40,4227.59
Super built-up  Area,Ready To Move,Koramangala,2 BHK,1253,2,1,102,364.44
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,1180,2,2,42,3896.32
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,961,2,2,38,4063.32
Built-up  Area,Ready To Move,Kanakapura,3 BHK,1419,3,3,75,3971.79
Super built-up  Area,Ready To Move,Harlur,3 BHK,1709,3,2,150,1569.05
Plot  Area,Ready To Move,Papareddipalya,2 BHK,1600,2,0,115,4273.16
Super built-up  Area,18-Jul,Venkatapura,1 BHK,416,1,1,18.5,5419.67
Carpet  Area,Ready To Move,Sanjay nagar,2 BHK,1100,2,2,98,9277.52
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,1430,2,1,65,1368.75
Super built-up  Area,Ready To Move,Sneha Colony,2 BHK,1260,2,2,45,7672.9
Built-up  Area,Ready To Move,RMV Extension,3 BHK,1630,3,2,85,4206.24
Super built-up  Area,19-May,Sarjapur  Road,3 BHK,1249,3,2,44.71,1030.75
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1450,2,3,85,3286.08
Super built-up  Area,17-Nov,Konanakunte,3 BHK,2791,3,1,223,4182.55
Super built-up  Area,Ready To Move,Hosapalya,1 BHK,600,1,0,90,4950.13
Built-up  Area,Ready To Move,Ashwini layout,1 BHK,834,1,1,60,4239.07
Plot  Area,Ready To Move,Doddagubbi,3 BHK,1125,4,1,70,3620.92
Super built-up  Area,Ready To Move,Arekere,3 BHK,2060,3,2,140,944.76
Super built-up  Area,19-Jan,Malleshwaram,7 BHK,12000,7,3,2200,6225.45
Built-up  Area,Ready To Move,Gottigere,2 BHK,891,2,1,25,1047.6
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1133,2,1,49.07,2728.54
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1,37,3006.83
Super built-up  Area,18-May,Sector 6 HSR Layout,4 BHK,3000,5,2,260,7832.76
Plot  Area,Ready To Move,Brookefield,4 BHK,2440,5,2,425,847.17
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,1200,2,2,55,3598.82
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1075,2,2,45.8,1553.48
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1140,2,2,40,2163.52
Plot  Area,Ready To Move,Margondanahalli,5 BHK,940,4,2,150,9115.05
Plot  Area,Ready To Move,ITI Layout,6 BHK,2160,5,1,250,9446.11
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1090,2,1,42,2122.16
Built-up  Area,Ready To Move,R.T. Nagar,4 BHK,1500,4,1,70,4938.14
Super built-up  Area,Ready To Move,Whitefield,4 BHK,4104,4,2,360,1767.44
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1790,3,2,100,1697.91
Super built-up  Area,18-Dec,Hebbal,3 BHK,1920,3,2,134,1021.43
Built-up  Area,Ready To Move,HRBR Layout,2 BHK,1374,2,2,95,4465.45
Carpet  Area,Ready To Move,Bannerghatta Road,3 BHK,1445,3,2,95,1244.57
Super built-up  Area,19-Dec,Kanakapura,1 BHK,711,1,1,36,6391.66
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,1500,3,3,95,3236.51
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1720,3,3,100,1242.7
Super built-up  Area,Ready To Move,Vasanthapura,3 BHK,1400,3,2,60,6237.74
Built-up  Area,Ready To Move,Kundalahalli,2 BHK,1030,2,2,49,3494.94
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,1200,2,1,85,844.02
Carpet  Area,18-Jul,Hosahalli,3 BHK,1375,3,2,70,4767.06
Plot  Area,Ready To Move,Hegde Nagar,2 BHK,1050,1,2,56,7993.45
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2250,3,2,160,747.6
Super built-up  Area,Ready To Move,Bellandur,2 BHK,1000,2,2,50,1414.01
